x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
13885.15006954457,12847.763147788912,13891.028859646587,11650.532013613969,7030.583720565425,4862.530046638913,3492.9001770997784,2871.051405374641,2025.205466440615,2477.4745526278125,4294.250892155288,7767.222164158928
13215.765322392392,15390.639672235455,18845.2178049609,11256.056786025705,6189.244916187191,3969.4195830721565,3321.42526257767,3023.9856453282837,2495.7400690234886,2840.6929261160417,3380.0075517433957,7491.231096274644
10185.160313539187,5939.062976459895,10364.865538840213,7601.583995197277,7555.344498461363,4951.567740900602,3655.160389440544,3875.589460704608,4427.340858956654,3190.1910380186264,6296.559998242879,13924.648815422386
13857.256050967822,14176.441915594281,11563.298496887195,11764.067092845473,6765.322013295913,4568.411681348384,4924.250155848225,3628.938103775395,2806.2319159947865,3040.4996354297236,4270.470674253179,7067.82334853046
10792.511466307333,7157.919251831974,7253.434150514659,5597.9408559734775,4256.151271297318,1877.5675650778617,781.6010286356491,585.0809425785438,634.4267718018484,1458.595647152322,5045.548676023719,11431.665564998064
9255.05402747715,9158.885353561876,12406.97188586752,11278.849903390808,4375.314377992445,2995.097487608963,2236.787516592646,2906.220770447814,3613.4056099655054,2458.938871970544,3969.0705246063026,8120.362742485092
11180.48932400457,14959.199060747585,13609.987675320266,14391.479773437874,9275.729023842558,7322.183785038501,3918.782200574026,2948.2307721776247,2428.7133824069047,3212.935360652584,5452.80152471116,10587.684904608377
14622.113311011599,15054.726811589626,10005.78245348494,12309.506776415516,7008.8916719768495,7323.042269619386,7151.619923838159,4466.139995865572,4895.07824639568,4004.3334051885536,4435.696728856477,10821.640145863625
12325.308734086457,10997.208014620503,8919.417674605153,7548.678153820475,6757.245773585495,5330.00811314615,3893.9868941694413,3228.3952187386103,3381.130975674056,3388.570789341048,4506.4385887091385,6430.872576210378
11844.435181747094,11452.059056580203,10966.134208186979,10199.052672954775,7440.803807599416,6440.189484588994,5831.352628265835,5227.289924379281,3838.556575594542,3427.848236526733,3918.2507105294917,9266.51646770076
18816.465743375786,14277.11692098785,14582.588268720221,11413.712396541727,5414.981932687599,3659.203396420738,3526.2239999378894,3281.363402568415,3365.9280554426186,3560.988164731327,5709.919311420827,12223.077990076
11047.108227489503,12643.507117109491,12852.28841261232,15392.552404410355,10419.265104665206,7524.3401741780435,9310.273658555005,10265.683969975125,9921.213668398395,9765.234590283144,7800.797747264093,14275.923589305698
14869.816806455381,10318.304210596632,11468.365365870746,9295.932745693493,5172.317690925894,2842.0096746983886,2522.5767697030115,2819.6382978433307,2173.8192509509245,2477.6941488842444,5884.960967993893,9988.839472145039
