x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
14141.889309922182,24490.765323044194,39670.27467057052,33250.11579038968,20863.53563755838,13627.386926791183,6371.198916880307,4331.888605509066,3136.789733524449,3289.3454485338107,4578.465777651725,7833.231760125568
12746.60388621215,24250.03018244722,29903.397849795547,31583.8885607109,22817.801941194626,9746.334128470482,5623.605253237782,5189.158554318347,2957.093104464091,2194.460588067428,4189.375825852673,8313.34703989912
14068.346203258348,20719.31895646545,27610.70505515805,33537.99273320869,23607.9009419553,13358.55484020985,8277.776972387474,5306.94553392467,3917.9329479880535,4051.982868243787,6701.403692891186,9771.972773084977
13760.978701574686,17926.72826856952,23871.635398814804,23449.546574775904,16759.783677678977,7315.614061089228,4070.2796247368824,2985.4559764658115,2705.9707915393465,2936.3276161968224,4408.746762234511,8754.053122476838
13812.673442764668,21717.215393444214,23297.640208790355,18153.94554565967,17080.59874682349,10581.324076892317,5979.921809337694,3956.493909361322,2438.5760171715156,3144.131347552758,4552.020298256919,9719.572056153602
16241.52424980703,28559.237455997558,37228.5881392155,27136.411391877406,17861.750433403966,8471.839652475763,5244.920619083501,2758.777678892803,2207.9721015209466,2340.789922618706,3665.3087274915542,7247.920795594136
17017.511412243424,24273.87311685406,31785.114569594494,29314.167803707147,22081.431411467373,11031.003148910599,5583.389083372172,3004.223274799267,2405.131223081643,2415.413554036175,3748.93878085609,9525.041822022524
14743.064858349762,22079.052605397585,22647.880057888087,28465.540675429766,20257.647023240614,11496.606242995897,6787.262129047278,3590.2305199185002,2607.4888734968476,2689.8879091409135,4070.1974032324256,6386.762345252328
17644.726026466502,25963.33551590236,30783.230102076035,32215.80884204063,17407.852078599975,11781.808177303532,5285.346545659434,2939.3257256202296,2189.7625289444263,2764.136055460836,5062.124875137253,9268.893018655395
13526.392691084784,21016.773247344237,21612.89106387339,24006.146364411925,16592.255487474442,8116.204334253739,3481.696534165054,1950.6223972106163,1433.110758577567,1758.8027533603004,2741.015075064452,5645.757551219653
17279.32563317019,24468.474118951322,22473.61201099424,18712.92302645918,16314.750537518694,8118.607755867459,3881.391505828709,2257.962229993742,1968.4438598182187,2444.981710237037,4190.800525952006,8173.353441362293
15813.986879200107,26058.060444640436,28703.740748080032,32480.293039820484,20317.41673889289,10358.35637994921,4184.491731727334,2346.930547502651,1913.8455711344336,1957.83728362182,3685.5170694782905,10533.508156167636
16813.833586101267,29277.196477091667,35259.88346611365,33297.04999108618,23761.39380907014,12671.197968912033,6667.6500976501475,4223.7210510229215,3400.500460174281,3004.4166292043396,4974.315372085302,10882.242134984319
14180.137983578088,23315.975699700175,29139.43971796406,30720.77183402338,22727.41742773434,10750.840175256357,4327.525540879935,2896.798359524211,1930.113993619964,1910.937561628726,2935.1930909100965,5431.754950399353
14869.698450984506,18576.250953678642,22466.59647150004,16720.885692445434,15095.822094011324,9123.279075597673,5277.07056184525,4026.30292117217,3255.691797764737,3051.356370178373,3453.8826428614475,6514.378715366042
16521.511903729945,27838.103314588927,35722.74953305834,36112.63616799313,20166.500412725265,9238.544972794585,4560.397889567081,2289.1762311878033,1625.8173339148773,1912.3499822150598,4343.160055669479,10105.636298369103
