x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
59004.49451691781,57529.64579754507,61289.77779559214,53951.67641459143,46781.96447566135,36200.728819445954,25393.044897748983,25084.834136657682,18063.50954545977,23065.99080639328,31207.132907629417,47910.05725030682
79715.76519977917,75553.50571009832,64437.931204953595,50898.20443852631,32699.006205984922,24183.304990741617,18145.240552946714,15923.03145931716,20893.95175738402,20141.88342258092,22528.155058690776,41090.92575106508
64017.05732885943,65666.65763719485,63193.852543570545,55992.37026118686,38342.33626056274,37562.57954598914,27707.19332099769,17921.790719244913,17150.555472039763,21920.477284902394,33061.38640117746,48409.591820195674
60809.903471903875,70124.98518518466,77832.02899725582,49143.121987285835,26597.58612665455,26265.398289669363,18812.864676810615,17429.401629145337,14179.967635590534,20297.82856028573,27522.00312006874,43555.5834606209
73559.32250532816,63184.689921759265,48885.6767821294,44910.40009590073,35635.32084331919,28063.481095665054,15876.049687088165,13567.248929704021,13392.156537492474,18755.02274869942,21771.669429521742,33281.82008324931
59571.612542412186,62559.66654570166,65878.4747540337,49965.27643599318,46189.17254478897,33972.45320382373,25205.511169661284,16400.546534235047,17118.7132294383,21205.16521957384,26866.632986059947,30330.311991244766
58996.03148459699,62669.66372524398,60346.91661152542,50132.85211091644,36898.60502281255,22946.155278982227,18544.985358061323,21723.762207475756,20945.091917134443,27332.277207028936,43620.51094232839,55092.437563614214
45724.14380478748,42692.20800309164,38905.29224628698,34989.94778866601,18513.515827304058,22109.74968100411,18031.564920798173,14021.073883368079,19395.20082944209,19556.12345205434,29063.503239471953,36612.8235650747
57710.717893873814,72181.20607741973,70133.69078567943,55211.48642082749,42756.52017726594,36930.29767465221,25767.989965193934,22125.86989123412,20227.42749452107,21297.032292806736,30085.045243466764,40878.47297304981
90842.37905973435,67645.93516144625,64457.983889760995,37712.095054263285,28184.444953962295,24406.223702940253,18424.971372429038,14513.511483468112,17155.25217804411,20929.29562565283,23132.50031270606,32721.96993772694
67785.04787599527,78971.25212582025,76929.74732137218,52759.53199755889,44001.79218753286,40487.27475758116,34755.26006445973,23794.22512356519,24207.22868820501,36271.737487588114,55466.832763682934,76938.82519124767
71052.66293915868,87616.17475718929,52382.846295222094,60264.06846433962,53876.56251149844,35999.895391379265,31641.145224838652,28366.801454896104,22696.671713368094,24140.615215367794,29320.943476135013,33453.63678610162
50819.748866021975,48394.59654961375,50458.78749700441,47598.02439416076,34903.51924454764,30642.46608957525,23342.92721493911,17323.682434740735,17946.016893032232,21936.519988451782,27611.98894378846,33639.33301445446
76918.370582155,85363.5660620431,78561.37681927718,47178.63334686714,40260.92384023279,38054.43845134584,30809.160618210535,26472.331990572246,27051.441163804804,25916.989309151413,40594.77228353833,64320.77553944941
57713.41818009012,62726.67101961434,49815.442501999736,36001.87447757231,40318.300380535504,25183.30562990162,24505.84029135036,17080.017372856095,13183.651604918827,19480.0663784969,24803.123291619813,39770.17085902207
63187.824728039544,56994.3765349737,46225.67025334837,38597.07670300124,26956.051185006247,21577.911128442494,19743.745039695645,14872.325724992937,17516.800094687984,25586.524001426154,33887.447859903164,53936.321581264376
49445.36680729216,76528.38444571561,87756.80139926562,64180.05255413939,38912.02398127277,25497.14589419962,22070.15456753986,17314.637626041676,19437.015071906906,28132.414485979134,34537.23890113755,61378.3247443528
76170.64388714914,73288.60117877027,56802.09438099812,54889.49002984962,30293.48386908695,26149.198656046563,19478.677511101483,18156.721904589074,15269.698702860565,18438.10717401595,30961.63241503152,51280.67514975505
68129.11966996452,64529.869222054105,63164.585003019456,45964.41848100438,39750.30209031519,33380.90068259845,33093.56939327483,28853.61040404723,20070.23050819502,27263.555874438654,48663.91098353707,72962.25461016942
65319.267399819575,90866.94422548411,90514.47767507365,60334.06374442024,40119.13686444646,27871.866196854906,18546.652844660613,14258.913102559183,14739.040870379647,19056.638184533283,26953.495015016022,41461.642589125884
41138.9068926997,52549.84880194866,45597.56552113872,44462.98258070912,28669.313415098386,30236.963386247335,25668.823170382217,22262.70435262779,19087.625073592208,26104.234350967923,29659.848628463937,49447.951639043626
66963.80820104264,89077.5355203299,98705.8251684633,58625.622131530676,36107.03973621949,33851.68719969925,20900.916294599356,13093.432272426984,13170.072074349442,22651.082678741168,28325.79618769745,55479.462245745555
56703.57055456443,57025.583424774115,56244.57765696872,43834.85464489017,30791.637623152594,26637.27284054842,21697.686204484755,16333.71744552855,11337.085125052812,18775.407538730444,25671.540487534956,33186.609184511275
57163.22240737289,53881.03531319719,47444.112614648395,34162.7528959317,27043.39541012231,28701.900802706514,20374.771428865264,14557.255664236089,18189.86035482659,25767.18810609224,31137.001903279903,46828.37265832314
59815.48135691133,71571.6932637135,59755.711722716616,41125.00843744757,38763.81091385361,32763.011173944436,26837.065269829225,26756.28520552439,21686.8364121291,28261.03875066328,36897.04569160986,66104.21889956188
82304.08504368659,68372.19676995328,65670.64074939115,61691.92845014498,41285.44864620764,23787.544127901772,23930.733620082985,13381.809709942836,16522.06148989821,20411.352379686286,29953.601382262386,51162.774359744915
